Product Link,Title,Category,Price,Color,Size,Description,Pictures
https://www.yoox.com/us/10269204IW/item#dept=clothingmen&queryID=8a03da67d52e9417fdcc2a01b28f499d,DIESEL,T-SHIRTS,$125,Black,,"jersey, brand logo, solid color, crew neck, short sleeves","https://www.yoox.com/images/items/10/10269204IW_10_f.jpg, https://www.yoox.com/images/items/10/10269204IW_10_r.jpg, https://www.yoox.com/images/items/10/10269204IW_10_d.jpg, https://www.yoox.com/images/items/10/10269204IW_10_e.jpg"
https://www.yoox.com/us/30271382IA/item#dept=clothingmen&queryID=a0dce027a1ec6453b25b71ef2e0679d8,DSQUARED2,DENIM PANTS,$225,Blue,"28, 30, 32, 34, 36, 38, 40","denim, faded, brand logo, solid color, medium wash, mid rise, belt loops, tapered leg, regular fit, button fastenings, five pockets, stretch, skinny model","https://www.yoox.com/images/items/30/30271382IA_10_f.jpg, https://www.yoox.com/images/items/30/30271382IA_10_r.jpg, https://www.yoox.com/images/items/30/30271382IA_10_d.jpg, https://www.yoox.com/images/items/30/30271382IA_10_a.jpg"
https://www.yoox.com/us/10526423XO/item#dept=clothingmen&queryID=de6ce6ef4e6a809b0ef2e1bde7b692d1,DRKSHDW by RICK OWENS,HOODED SWEATSHIRTS,$457,Military green,,"fleece, no appliqués, solid color, hooded, long sleeves, zipper fastening, multipockets, rear slit, raw-cut hem, hand wash or dry clean, do not bleach, do not tumble dry","https://www.yoox.com/images/items/10/10526423XO_10_f.jpg, https://www.yoox.com/images/items/10/10526423XO_10_r.jpg, https://www.yoox.com/images/items/10/10526423XO_10_d.jpg, https://www.yoox.com/images/items/10/10526423XO_10_a.jpg"
https://www.yoox.com/us/10526986BW/item#dept=clothingmen&queryID=36a38a35455dca569ccbf2d438dbf3e2,DRKSHDW by RICK OWENS,HOODED SWEATSHIRTS,$193,Grey,,"jersey, no appliqués, solid color, hooded, long sleeves, tie fastening, multipockets, hand wash or dry clean, do not bleach, do not tumble dry","https://www.yoox.com/images/items/10/10526986BW_10_f.jpg, https://www.yoox.com/images/items/10/10526986BW_10_r.jpg, https://www.yoox.com/images/items/10/10526986BW_10_d.jpg, https://www.yoox.com/images/items/10/10526986BW_10_a.jpg"
https://www.yoox.com/us/10282924SU/item#dept=clothingmen&queryID=84ebd60d4c23452eacfb3b7ba0fdba40,PALM ANGELS,SWEATSHIRTS,$222,Turquoise,"S, M, L, XL","sweatshirt fleece, bouclé, brand logo, contrasting applications, solid colour with appliqués, crew neck, long sleeves, french terry lining, no pockets","https://www.yoox.com/images/items/10/10282924SU_10_f.jpg, https://www.yoox.com/images/items/10/10282924SU_10_r.jpg, https://www.yoox.com/images/items/10/10282924SU_10_d.jpg, https://www.yoox.com/images/items/10/10282924SU_10_a.jpg"
https://www.yoox.com/us/16365084FU/item#dept=clothingmen&queryID=91c2eea43b7f6c8b25505df0a516b8d3,BRUNELLO CUCINELLI,COATS,"$2,599",Black,"38, 40","double-breasted coat, wool, no appliqués, glen plaid, lapel collar, long sleeves, buttoned cuffs, unlined, button fastenings, multipockets, rear slit, contains non-textile parts of animal origin, dry clean, do not bleach, do not tumble dry, this brand runs large","https://www.yoox.com/images/items/16/16365084FU_10_f.jpg, https://www.yoox.com/images/items/16/16365084FU_10_r.jpg, https://www.yoox.com/images/items/16/16365084FU_10_e.jpg, https://www.yoox.com/images/items/16/16365084FU_10_a.jpg"
https://www.yoox.com/us/12560111QQ/item#dept=clothingmen&queryID=a0dce027a1ec6453b25b71ef2e0679d8,THOM BROWNE,HOODED SWEATSHIRTS,$496,Grey,"1, 2, 2003","jersey, no appliqués, solid color with appliqués, hooded, long sleeves, unlined, single pocket","https://www.yoox.com/images/items/12/12560111QQ_10_f.jpg, https://www.yoox.com/images/items/12/12560111QQ_10_r.jpg, https://www.yoox.com/images/items/12/12560111QQ_10_d.jpg, https://www.yoox.com/images/items/12/12560111QQ_10_a.jpg"
https://www.yoox.com/us/12935308SU/item#dept=clothingmen&queryID=505f6848ac8302680fc36b10e4decab9,PALM ANGELS,HOODED SWEATSHIRTS,$178,Yellow,,"sweatshirt fleece, brand logo, solid color, hooded collar, long sleeves, french terry lining, single pocket","https://www.yoox.com/images/items/12/12935308SU_10_f.jpg, https://www.yoox.com/images/items/12/12935308SU_10_r.jpg, https://www.yoox.com/images/items/12/12935308SU_10_d.jpg, https://www.yoox.com/images/items/12/12935308SU_10_a.jpg"
https://www.yoox.com/us/10520166HB/item#dept=clothingmen&queryID=36a38a35455dca569ccbf2d438dbf3e2,BUSCEMI,SWEATSHIRTS,$84,Orange,"S, M, L, XL","french terry, brand logo, solid color with print, crewneck, long sleeves, hand wash, do not bleach, do not tumble dry","https://www.yoox.com/images/items/10/10520166HB_10_f.jpg, https://www.yoox.com/images/items/10/10520166HB_10_r.jpg, https://www.yoox.com/images/items/10/10520166HB_10_d.jpg, https://www.yoox.com/images/items/10/10520166HB_10_a.jpg"
https://www.yoox.com/us/16289589AD/item#dept=clothingmen&queryID=36dd5fdb82191d81ef908f3e083cdb0a,DSQUARED2,JACKETS,$416,Red,"38, 44","flannel, no appliqués, stripes, hooded collar, single-breasted , long sleeves, internal padding, single pocket, generic outerwear","https://www.yoox.com/images/items/16/16289589AD_10_f.jpg, https://www.yoox.com/images/items/16/16289589AD_10_r.jpg, https://www.yoox.com/images/items/16/16289589AD_10_d.jpg, https://www.yoox.com/images/items/16/16289589AD_10_a.jpg"
https://www.yoox.com/us/49926366JF/item#dept=clothingmen&queryID=84ebd60d4c23452eacfb3b7ba0fdba40,LARDINI,SUIT,$491,Navy,,"cool wool, no appliqués, two-tone, lapel collar, single-breasted , long sleeves, partially lined interior, button fastenings, multipockets, mid rise, stretch, single-breasted jacket","https://www.yoox.com/images/items/49/49926366JF_10_f.jpg, https://www.yoox.com/images/items/49/49926366JF_10_r.jpg, https://www.yoox.com/images/items/49/49926366JF_10_d.jpg, https://www.yoox.com/images/items/49/49926366JF_10_a.jpg"
https://www.yoox.com/us/10309923AS/item#dept=clothingmen&queryID=91c2eea43b7f6c8b25505df0a516b8d3,DSQUARED2,HOODED SWEATSHIRTS,$677,Dark green,"XS, S, M","sherpa fleece, no appliqués, multicolor pattern, hooded collar, long sleeves, unlined, zipper closure, multipockets, pocket with zipper, drawstring hem","https://www.yoox.com/images/items/10/10309923AS_10_f.jpg, https://www.yoox.com/images/items/10/10309923AS_10_r.jpg, https://www.yoox.com/images/items/10/10309923AS_10_d.jpg, https://www.yoox.com/images/items/10/10309923AS_10_a.jpg"
https://www.yoox.com/us/49957107XG/item#dept=clothingmen&queryID=84ebd60d4c23452eacfb3b7ba0fdba40,VALENTINO GARAVANI,BLAZERS,$484,Black,"36, 38","shell, no appliqués, polka-dot, lapel collar, long sleeves, fully lined, button fastenings, multipockets, flap pockets, dry clean, do not bleach, do not tumble dry, single-breasted blazer","https://www.yoox.com/images/items/49/49957107XG_10_f.jpg, https://www.yoox.com/images/items/49/49957107XG_10_r.jpg, https://www.yoox.com/images/items/49/49957107XG_10_e.jpg, https://www.yoox.com/images/items/49/49957107XG_10_a.jpg"
https://www.yoox.com/us/16216793PQ/item#dept=clothingmen&queryID=91c2eea43b7f6c8b25505df0a516b8d3,DELAN,JACKETS,$215,Dark brown,"38, 40","suede effect, no appliqués, two-tone, round collar, single-breasted , long sleeves, fully lined, snap buttons fastening, multipockets, contains non-textile parts of animal origin, generic outerwear","https://www.yoox.com/images/items/16/16216793PQ_10_f.jpg, https://www.yoox.com/images/items/16/16216793PQ_10_r.jpg, https://www.yoox.com/images/items/16/16216793PQ_10_d.jpg, https://www.yoox.com/images/items/16/16216793PQ_10_a.jpg"
https://www.yoox.com/us/16369799DE/item#dept=clothingmen&queryID=754eb256a709a9245e0115ffbf0334b8,PARAJUMPERS,SHELL JACKETS,$742,Dark green,"S, XL","down jacket, shell, brand logo, solid color, hooded, single-breasted , long sleeves, duck down filling, zipper fastening, multipockets, contains non-textile parts of animal origin, machine wash, do not bleach, do not tumble dry, do not iron","https://www.yoox.com/images/items/16/16369799DE_10_f.jpg, https://www.yoox.com/images/items/16/16369799DE_10_r.jpg, https://www.yoox.com/images/items/16/16369799DE_10_e.jpg, https://www.yoox.com/images/items/16/16369799DE_10_a.jpg"
https://www.yoox.com/us/14334806UC/item#dept=clothingmen&queryID=a0dce027a1ec6453b25b71ef2e0679d8,EMPORIO ARMANI,SWEATERS,$130,Navy,,"Knitted, Round collar, Long sleeves, Solid color with print","https://www.yoox.com/images/items/14/14334806UC_10_f.jpg, https://www.yoox.com/images/items/14/14334806UC_10_r.jpg, https://www.yoox.com/images/items/14/14334806UC_10_d.jpg, https://www.yoox.com/images/items/14/14334806UC_10_a.jpg"
https://www.yoox.com/us/49928905NF/item#dept=clothingmen&queryID=927cac17bdfbff00f3b9358db530d280,MARNI,BLAZERS,$319,Beige,,"crepe, no appliqués, multicolor, lapel collar, single-breasted , long sleeves, fully lined, button fastenings, multipockets, dual back vents, contains non-textile parts of animal origin, single-breasted jacket","https://www.yoox.com/images/items/49/49928905NF_10_f.jpg, https://www.yoox.com/images/items/49/49928905NF_10_r.jpg, https://www.yoox.com/images/items/49/49928905NF_10_e.jpg, https://www.yoox.com/images/items/49/49928905NF_10_a.jpg"
https://www.yoox.com/us/10506748EC/item#dept=clothingmen&queryID=36a38a35455dca569ccbf2d438dbf3e2,MAISON MARGIELA,DENIM SHIRTS,$443,Blue,,"denim, faded, waxed effect, no appliqués, solid color, medium wash, classic collar, long sleeves, buttoned cuffs, button fastenings, without pockets, hand wash or dry clean, do not bleach, do not tumble dry","https://www.yoox.com/images/items/10/10506748EC_10_f.jpg, https://www.yoox.com/images/items/10/10506748EC_10_r.jpg, https://www.yoox.com/images/items/10/10506748EC_10_d.jpg, https://www.yoox.com/images/items/10/10506748EC_10_a.jpg"
https://www.yoox.com/us/16077650SL/item#dept=clothingmen&queryID=de6ce6ef4e6a809b0ef2e1bde7b692d1,COLMAR,SHELL JACKETS,$226,Military green,,"techno fabric, quilted, brand logo, solid color, hooded collar, single-breasted , long sleeves, cuffs with elastic, duck down filling, zipper closure, multipockets, pocket with zipper, with elastic bottom, lifestyle, contains non-textile parts of animal origin, single-breasted jacket","https://www.yoox.com/images/items/16/16077650SL_10_f.jpg, https://www.yoox.com/images/items/16/16077650SL_10_r.jpg, https://www.yoox.com/images/items/16/16077650SL_10_d.jpg, https://www.yoox.com/images/items/16/16077650SL_10_a.jpg"
https://www.yoox.com/us/10384702AM/item#dept=clothingmen&queryID=de6ce6ef4e6a809b0ef2e1bde7b692d1,POLO RALPH LAUREN,LINEN SHIRTS,$121,Blue,"S, M, XL","woven, brand logo, striped, button-down collar, long sleeves, buttoned cuffs, button fastenings, regular-fit shirt, large sized","https://www.yoox.com/images/items/10/10384702AM_10_f.jpg, https://www.yoox.com/images/items/10/10384702AM_10_r.jpg, https://www.yoox.com/images/items/10/10384702AM_10_d.jpg, https://www.yoox.com/images/items/10/10384702AM_10_e.jpg, https://www.yoox.com/images/items/10/10384702AM_10_a.jpg"
https://www.yoox.com/us/30280537JG/item#dept=clothingmen&queryID=de6ce6ef4e6a809b0ef2e1bde7b692d1,JUST CAVALLI,SHORTS & BERMUDA,$52,White,"S, M","french terry, brand logo, solid color with appliqués, high waisted, elasticized waist, multipockets, machine wash or dry clean, do not tumble dry, casual shorts","https://www.yoox.com/images/items/30/30280537JG_10_f.jpg, https://www.yoox.com/images/items/30/30280537JG_10_r.jpg, https://www.yoox.com/images/items/30/30280537JG_10_d.jpg, https://www.yoox.com/images/items/30/30280537JG_10_a.jpg"
https://www.yoox.com/us/10543796WN/item#dept=clothingmen&queryID=a0dce027a1ec6453b25b71ef2e0679d8,MARCELO BURLON,T-SHIRTS,$110,Multicolored,"S, L, XL",Slip on | Crewneck | Regular fit | Hawaiian wings print along the neckline and shoulders | Machine wash | Self: 100% Cotton; Cont: 100% Cotton | Imported,"https://www.yoox.com/images/items/10/10543796WN_10_f.jpg, https://www.yoox.com/images/items/10/10543796WN_10_r.jpg, https://www.yoox.com/images/items/10/10543796WN_10_d.jpg"
https://www.yoox.com/us/49831232WU/item#dept=clothingmen&queryID=36a38a35455dca569ccbf2d438dbf3e2,ELEVENTY,SUIT,$464,Midnight blue,"40, 42, 44","plain weave, no appliqués, solid color, tartan pattern, lapel collar, single-breasted , long sleeves, slit cuffs, fully lined, zipper closure, button closing, multipockets, dual back vents, mid rise, belt loops, single-breasted jacket","https://www.yoox.com/images/items/49/49831232WU_10_f.jpg, https://www.yoox.com/images/items/49/49831232WU_10_r.jpg, https://www.yoox.com/images/items/49/49831232WU_10_d.jpg, https://www.yoox.com/images/items/49/49831232WU_10_a.jpg"
https://www.yoox.com/us/10531658OM/item#dept=clothingmen&queryID=505f6848ac8302680fc36b10e4decab9,BALMAIN,HOODED SWEATSHIRTS,$380,Black,"S, M, L","fleece, brand logo, multicolor, hooded, long sleeves, kangaroo pocket, hand wash, do not bleach, do not tumble dry","https://www.yoox.com/images/items/10/10531658OM_10_f.jpg, https://www.yoox.com/images/items/10/10531658OM_10_r.jpg, https://www.yoox.com/images/items/10/10531658OM_10_d.jpg, https://www.yoox.com/images/items/10/10531658OM_10_a.jpg"
https://www.yoox.com/us/13862722HL/item#dept=clothingmen&queryID=de6ce6ef4e6a809b0ef2e1bde7b692d1,DOOA,CASUAL PANTS,$31,Light grey,,"sweatshirt fleece, no appliqués, solid color, high waisted, tapered leg, regular fit, french terry lining, multipockets, sporty","https://www.yoox.com/images/items/13/13862722HL_10_f.jpg, https://www.yoox.com/images/items/13/13862722HL_10_r.jpg, https://www.yoox.com/images/items/13/13862722HL_10_d.jpg, https://www.yoox.com/images/items/13/13862722HL_10_a.jpg"
https://www.yoox.com/us/12808901EH/item#dept=clothingmen&queryID=36a38a35455dca569ccbf2d438dbf3e2,DOLCE&GABBANA,SWEATSHIRTS,$170,Grey,"34, 36, 38, 40, 42","sweatshirt fleece, print, two-tone, round collar, long sleeves, no pockets, french terry lining, large sized","https://www.yoox.com/images/items/12/12808901EH_10_f.jpg, https://www.yoox.com/images/items/12/12808901EH_10_r.jpg, https://www.yoox.com/images/items/12/12808901EH_10_d.jpg, https://www.yoox.com/images/items/12/12808901EH_10_a.jpg"
https://www.yoox.com/us/16251524TN/item#dept=clothingmen&queryID=8a03da67d52e9417fdcc2a01b28f499d,HOLUBAR,SHELL JACKETS,$130,Rust,"S, M, L, XL","techno fabric, brand logo, solid color, turtleneck, single-breasted , long sleeves, duck down filling, zipper closure, snap buttons fastening, multipockets, contains non-textile parts of animal origin, single-breasted jacket","https://www.yoox.com/images/items/16/16251524TN_10_f.jpg, https://www.yoox.com/images/items/16/16251524TN_10_r.jpg, https://www.yoox.com/images/items/16/16251524TN_10_d.jpg, https://www.yoox.com/images/items/16/16251524TN_10_a.jpg"
https://www.yoox.com/us/10360072HI/item#dept=clothingmen&queryID=de6ce6ef4e6a809b0ef2e1bde7b692d1,OFFICINE GÉNÉRALE,SOLID COLOR SHIRTS,$84,Pink,,"plain weave, no appliqués, solid color, mandarin collar, long sleeves, buttoned cuffs, button closing, no pockets","https://www.yoox.com/images/items/10/10360072HI_10_f.jpg, https://www.yoox.com/images/items/10/10360072HI_10_r.jpg, https://www.yoox.com/images/items/10/10360072HI_10_d.jpg, https://www.yoox.com/images/items/10/10360072HI_10_a.jpg"
https://www.yoox.com/us/16370113JV/item#dept=clothingmen&queryID=a0dce027a1ec6453b25b71ef2e0679d8,MANUEL RITZ,COATS,$151,Camel,"38, 40, 42","single-breasted coat, felt, brooch, tartan pattern, lapel collar, long sleeves, buttoned cuffs, unlined, button fastenings, multipockets, internal pockets, rear slit, dry clean, do not bleach, do not tumble dry","https://www.yoox.com/images/items/16/16370113JV_10_f.jpg, https://www.yoox.com/images/items/16/16370113JV_10_r.jpg, https://www.yoox.com/images/items/16/16370113JV_10_d.jpg, https://www.yoox.com/images/items/16/16370113JV_10_a.jpg"
https://www.yoox.com/us/42840065IJ/item#dept=clothingmen&queryID=505f6848ac8302680fc36b10e4decab9,DOLCE&GABBANA,DENIM PANTS,$213,Blue,,"denim, faded, logo, leather applications, solid color, medium wash, mid rise, front closure, button, zip, multipockets, stretch, contains non-textile parts of animal origin","https://www.yoox.com/images/items/42/42840065IJ_10_f.jpg, https://www.yoox.com/images/items/42/42840065IJ_10_r.jpg, https://www.yoox.com/images/items/42/42840065IJ_10_d.jpg, https://www.yoox.com/images/items/42/42840065IJ_10_a.jpg"
https://www.yoox.com/us/16257820GN/item#dept=clothingmen&queryID=505f6848ac8302680fc36b10e4decab9,DRM DESIGN RESEARCH MANUFACTURE,SHELL JACKETS,$280,Orange,"S, M","bouclé, techno fabric, brand logo, solid color, neckline with removable hood, single-breasted , long sleeves, goose down interior, zipper closure, multipockets, contains non-textile parts of animal origin, single-breasted jacket","https://www.yoox.com/images/items/16/16257820GN_10_f.jpg, https://www.yoox.com/images/items/16/16257820GN_10_r.jpg, https://www.yoox.com/images/items/16/16257820GN_10_d.jpg, https://www.yoox.com/images/items/16/16257820GN_10_a.jpg"
https://www.yoox.com/us/30306826OT/item#dept=clothingmen&queryID=36dd5fdb82191d81ef908f3e083cdb0a,PALM ANGELS,DENIM PANTS,$261,Black,"30, 31","denim, faded, leather trims, embellished, solid color, colored wash, mid rise, elasticized waist, slim fit, button fastenings, multipockets, hand wash, do not bleach, do not tumble dry, contains non-textile parts of animal origin, tapered jeans","https://www.yoox.com/images/items/30/30306826OT_10_f.jpg, https://www.yoox.com/images/items/30/30306826OT_10_r.jpg, https://www.yoox.com/images/items/30/30306826OT_10_d.jpg, https://www.yoox.com/images/items/30/30306826OT_10_a.jpg"
https://www.yoox.com/us/10484129BC/item#dept=clothingmen&queryID=8895446d80e0f5e779236d76b6f9f558,AMBUSH,T-SHIRTS,$104,Light grey,L,"jersey, detachable application, solid color with appliqués, crewneck, long sleeves, without pockets, machine wash, do not bleach, do not tumble dry, t-shirt","https://www.yoox.com/images/items/10/10484129BC_10_f.jpg, https://www.yoox.com/images/items/10/10484129BC_10_r.jpg, https://www.yoox.com/images/items/10/10484129BC_10_d.jpg, https://www.yoox.com/images/items/10/10484129BC_10_a.jpg"
https://www.yoox.com/us/49952545HU/item#dept=clothingmen&queryID=754eb256a709a9245e0115ffbf0334b8,CIRCOLO 1901,BLAZERS,$125,Slate blue,"42, 44","fleece, no appliqués, glen plaid, lapel collar, long sleeves, button fastenings, multipockets, stretch, machine wash, do not bleach, do not tumble dry, single-breasted blazer","https://www.yoox.com/images/items/49/49952545HU_10_f.jpg, https://www.yoox.com/images/items/49/49952545HU_10_r.jpg, https://www.yoox.com/images/items/49/49952545HU_10_d.jpg, https://www.yoox.com/images/items/49/49952545HU_10_a.jpg"
https://www.yoox.com/us/10503583RR/item#dept=clothingmen&queryID=36a38a35455dca569ccbf2d438dbf3e2,BALENCIAGA,HOODED SWEATSHIRTS,$589,Cream,"L, XL","fleece, brand logo, solid color, hooded, long sleeves, this brand runs large","https://www.yoox.com/images/items/10/10503583RR_10_f.jpg, https://www.yoox.com/images/items/10/10503583RR_10_r.jpg, https://www.yoox.com/images/items/10/10503583RR_10_d.jpg, https://www.yoox.com/images/items/10/10503583RR_10_a.jpg"
https://www.yoox.com/us/49755004HG/item#dept=clothingmen&queryID=2fde65b7d85e51e19725d90b9482182d,VALENTINO GARAVANI,BLAZERS,$637,Midnight blue,"34, 36, 38, 40, 42, 44, 46","cool wool, no appliqués, solid color, lapel collar, single-breasted , long sleeves, fully lined, button closing, multipockets, dual back vents, large sized","https://www.yoox.com/images/items/49/49755004HG_10_f.jpg, https://www.yoox.com/images/items/49/49755004HG_10_r.jpg, https://www.yoox.com/images/items/49/49755004HG_10_e.jpg, https://www.yoox.com/images/items/49/49755004HG_10_a.jpg"
https://www.yoox.com/us/12704527SN/item#dept=clothingmen&queryID=8a03da67d52e9417fdcc2a01b28f499d,TOMMY HILFIGER,T-SHIRTS,$46,Black,"S, M, XL","jersey, embroidered detailing, brand logo, solid colour with appliqués, round collar, long sleeves, no pockets","https://www.yoox.com/images/items/12/12704527SN_10_f.jpg, https://www.yoox.com/images/items/12/12704527SN_10_r.jpg, https://www.yoox.com/images/items/12/12704527SN_10_d.jpg, https://www.yoox.com/images/items/12/12704527SN_10_a.jpg"
https://www.yoox.com/us/13669108XV/item#dept=clothingmen&queryID=8a03da67d52e9417fdcc2a01b28f499d,PMDS PREMIUM MOOD DENIM SUPERIOR,DENIM PANTS,$54,White,,"denim, worn effect, brand logo, solid color, colored wash, low waisted, straight leg, regular fit, button closing, multipockets, stretch","https://www.yoox.com/images/items/13/13669108XV_10_f.jpg, https://www.yoox.com/images/items/13/13669108XV_10_r.jpg, https://www.yoox.com/images/items/13/13669108XV_10_d.jpg, https://www.yoox.com/images/items/13/13669108XV_10_a.jpg"
https://www.yoox.com/us/13540358SV/item#dept=clothingmen&queryID=a0dce027a1ec6453b25b71ef2e0679d8,ASPESI,CASUAL PANTS,$66,Navy,,"gabardine, basic solid color, no appliqués, mid rise, regular fit, tapered leg, button, zip, multipockets","https://www.yoox.com/images/items/13/13540358SV_10_f.jpg, https://www.yoox.com/images/items/13/13540358SV_10_r.jpg, https://www.yoox.com/images/items/13/13540358SV_10_d.jpg, https://www.yoox.com/images/items/13/13540358SV_10_a.jpg"
https://www.yoox.com/us/49957772SA/item#dept=clothingmen&queryID=36a38a35455dca569ccbf2d438dbf3e2,GIORGIO ARMANI,JACKETS,$784,Burgundy,"40, 42, 44","jacket, corduroy, no appliqués, solid color, mandarin collar, long sleeves, fully lined, button fastenings, multipockets, dry clean, do not bleach, do not tumble dry","https://www.yoox.com/images/items/49/49957772SA_10_f.jpg, https://www.yoox.com/images/items/49/49957772SA_10_r.jpg, https://www.yoox.com/images/items/49/49957772SA_10_e.jpg, https://www.yoox.com/images/items/49/49957772SA_10_a.jpg"
https://www.yoox.com/us/14478323KJ/item#dept=clothingmen&queryID=8a03da67d52e9417fdcc2a01b28f499d,GRAN SASSO,CASHMERE BLENDS,$227,Midnight blue,"38, 40","knitted, lightweight knit, no appliqués, solid color, turtleneck, long sleeves, without pockets, hand wash or dry clean, do not bleach, do not tumble dry","https://www.yoox.com/images/items/14/14478323KJ_10_f.jpg, https://www.yoox.com/images/items/14/14478323KJ_10_r.jpg, https://www.yoox.com/images/items/14/14478323KJ_10_d.jpg, https://www.yoox.com/images/items/14/14478323KJ_10_a.jpg"
https://www.yoox.com/us/10581350GF/item#dept=clothingmen&queryID=8895446d80e0f5e779236d76b6f9f558,POLO RALPH LAUREN,CHECKED SHIRTS,$134,Red,"XS, S, L, XL","regular-fit shirt, twill, tartan pattern, no appliqués, button-down collar, long sleeves, buttoned cuffs, button fastenings, one chest pocket, machine wash or dry clean, tumble dry, this brand runs large","https://www.yoox.com/images/items/10/10581350GF_10_f.jpg, https://www.yoox.com/images/items/10/10581350GF_10_r.jpg, https://www.yoox.com/images/items/10/10581350GF_10_d.jpg, https://www.yoox.com/images/items/10/10581350GF_10_e.jpg, https://www.yoox.com/images/items/10/10581350GF_10_a.jpg"
https://www.yoox.com/us/10121363TO/item#dept=clothingmen&queryID=91c2eea43b7f6c8b25505df0a516b8d3,EMPORIO ARMANI,BLAZERS,$435,Black,,"cool wool, organza, no appliqués, solid color, mandarin collar, single-breasted , long sleeves, unlined, button closing, multipockets, dual back vents, single-breasted jacket","https://www.yoox.com/images/items/10/10121363TO_10_f.jpg, https://www.yoox.com/images/items/10/10121363TO_10_r.jpg, https://www.yoox.com/images/items/10/10121363TO_10_d.jpg, https://www.yoox.com/images/items/10/10121363TO_10_a.jpg"
https://www.yoox.com/us/49884314VG/item#dept=clothingmen&queryID=8895446d80e0f5e779236d76b6f9f558,DOLCE&GABBANA,SUIT,$584,Navy,,"jacquard, satin, no appliqués, two-tone, lapel collar, single-breasted , long sleeves, fully lined, button closing, multipockets, mid rise, belt loops, single-breasted jacket","https://www.yoox.com/images/items/49/49884314VG_10_f.jpg, https://www.yoox.com/images/items/49/49884314VG_10_r.jpg, https://www.yoox.com/images/items/49/49884314VG_10_e.jpg, https://www.yoox.com/images/items/49/49884314VG_10_a.jpg"
https://www.yoox.com/us/16285198SF/item#dept=clothingmen&queryID=84ebd60d4c23452eacfb3b7ba0fdba40,EMPORIO ARMANI,JACKETS,$189,Black,"S, XL","techno fabric, coated effect, no appliqués, solid color, hooded collar, single-breasted , long sleeves, partially lined interior, zipper closure, multipockets, drawstring hem, stretch, windbreaker model","https://www.yoox.com/images/items/16/16285198SF_10_f.jpg, https://www.yoox.com/images/items/16/16285198SF_10_r.jpg, https://www.yoox.com/images/items/16/16285198SF_10_d.jpg, https://www.yoox.com/images/items/16/16285198SF_10_a.jpg"
https://www.yoox.com/us/14418709AJ/item#dept=clothingmen&queryID=91c2eea43b7f6c8b25505df0a516b8d3,ICEBERG,SWEATERS,$141,Black,"S, M, L, XL, XXL","knitted, lightweight knit, no appliqués, two-tone, crewneck, long sleeves, no pockets","https://www.yoox.com/images/items/14/14418709AJ_10_f.jpg, https://www.yoox.com/images/items/14/14418709AJ_10_r.jpg, https://www.yoox.com/images/items/14/14418709AJ_10_d.jpg, https://www.yoox.com/images/items/14/14418709AJ_10_a.jpg"
https://www.yoox.com/us/49646242XX/item#dept=clothingmen&queryID=927cac17bdfbff00f3b9358db530d280,VALENTINO GARAVANI,BLAZERS,$420,Black,,"cool wool, no appliqués, lapel collar, long sleeves, solid color, double-breasted, multipockets, button closing, single chest pocket, semi-lined, stretch, large sized","https://www.yoox.com/images/items/49/49646242XX_10_f.jpg, https://www.yoox.com/images/items/49/49646242XX_10_r.jpg, https://www.yoox.com/images/items/49/49646242XX_10_e.jpg, https://www.yoox.com/images/items/49/49646242XX_10_a.jpg"
https://www.yoox.com/us/16235682NR/item#dept=clothingmen&queryID=36dd5fdb82191d81ef908f3e083cdb0a,DUNHILL,COATS,$379,Bronze,"L, XL, XXL","twill, no appliqués, tartan pattern, classic collar, single-breasted , long sleeves, strapped cuffs, fully lined, hidden buttons, multipockets, rear slit, mackintosh model","https://www.yoox.com/images/items/16/16235682NR_10_f.jpg, https://www.yoox.com/images/items/16/16235682NR_10_r.jpg"
https://www.yoox.com/us/13754186GX/item#dept=clothingmen&queryID=927cac17bdfbff00f3b9358db530d280,DSQUARED2,CASUAL PANTS,$262,Chocolate brown,"30, 32, 34","denim, cool wool, brand logo, pinstriped, high waisted, tapered leg, regular fit, hook-and-eye closure, zipper closure, multipockets, contains non-textile parts of animal origin","https://www.yoox.com/images/items/13/13754186GX_10_f.jpg, https://www.yoox.com/images/items/13/13754186GX_10_r.jpg, https://www.yoox.com/images/items/13/13754186GX_10_d.jpg, https://www.yoox.com/images/items/13/13754186GX_10_a.jpg"
https://www.yoox.com/us/49902133VG/item#dept=clothingmen&queryID=927cac17bdfbff00f3b9358db530d280,DOLCE&GABBANA,SUIT,$692,Black,,"cool wool, no appliqués, solid color, lapel collar, single-breasted , long sleeves, fully lined, no pockets, high waisted, stretch, 3-piece set, single-breasted jacket","https://www.yoox.com/images/items/49/49902133VG_10_f.jpg, https://www.yoox.com/images/items/49/49902133VG_10_r.jpg, https://www.yoox.com/images/items/49/49902133VG_10_d.jpg, https://www.yoox.com/images/items/49/49902133VG_10_e.jpg, https://www.yoox.com/images/items/49/49902133VG_10_a.jpg"
